id,pre_root_id,post_root_id,cleft_vx,ctr_pt_x_nm,ctr_pt_y_nm,ctr_pt_z_nm,pre_pos_x_vx,pre_pos_y_vx,pre_pos_z_vx,ctr_pos_x_vx,ctr_pos_y_vx,ctr_pos_z_vx,post_pos_x_vx,post_pos_y_vx,post_pos_z_vx,pre_cell_type,pre_cell_subtype,post_cell_type,post_cell_subtype
2402130,648518346349538209,648518346349539846,562,250328,246400,54560,62512,61610,1364,62582,61600,1364,62560,61526,1364,pyramidal,pyramidal cell,inhibitory,basket
2402130,648518346349538209,648518346349539846,562,250328,246400,54560,62512,61610,1364,62582,61600,1364,62560,61526,1364,pyramidal,pyramidal cell,inhibitory,basket
2402130,648518346349538209,648518346349539846,562,250328,246400,54560,62512,61610,1364,62582,61600,1364,62560,61526,1364,pyramidal,pyramidal cell,inhibitory,basket
2402130,648518346349538209,648518346349539846,562,250328,246400,54560,62512,61610,1364,62582,61600,1364,62560,61526,1364,pyramidal,pyramidal cell,inhibitory,basket
2166764,648518346349539333,648518346349539846,409,348312,262416,53760,87040,65628,1345,87078,65604,1344,87084,65574,1345,pyramidal,pyramidal cell,inhibitory,basket
1764849,648518346349533058,648518346349539846,277,278376,226552,24400,69556,56646,610,69594,56638,610,69630,56626,610,pyramidal,pyramidal cell,inhibitory,basket
1764849,648518346349533058,648518346349539846,277,278376,226552,24400,69556,56646,610,69594,56638,610,69630,56626,610,pyramidal,pyramidal cell,inhibitory,basket
3061220,648518346349538056,648518346349539846,85,248964,205468,28160,62210,51334,706,62241,51367,704,62224,51420,705,pyramidal,pyramidal cell,inhibitory,basket
1990805,648518346349535363,648518346349538791,340,227016,274080,75480,56784,68482,1883,56754,68520,1887,56718,68562,1884,pyramidal,pyramidal cell,inhibitory,basket
2199167,648518346349539560,648518346349528994,425,304680,247176,39520,76194,61844,990,76170,61794,988,76106,61788,990,pyramidal,pyramidal cell,inhibitory,basket
2021164,648518346349539517,648518346349539846,350,282696,274960,80160,70626,68734,2002,70674,68740,2004,70694,68724,2001,pyramidal,pyramidal cell,inhibitory,basket
1764849,648518346349533058,648518346349539846,277,278376,226552,24400,69556,56646,610,69594,56638,610,69630,56626,610,pyramidal,pyramidal cell,inhibitory,basket
2200414,648518346349537913,648518346349528994,426,383712,262256,86040,95874,65584,2149,95928,65564,2151,95906,65486,2149,pyramidal,pyramidal cell,inhibitory,basket
2166587,648518346349537913,648518346349539215,409,299960,291000,39760,74964,72714,993,74990,72750,994,74918,72776,992,pyramidal,pyramidal cell,inhibitory,basket
2200414,648518346349537913,648518346349528994,426,383712,262256,86040,95874,65584,2149,95928,65564,2151,95906,65486,2149,pyramidal,pyramidal cell,inhibitory,basket
2166587,648518346349537913,648518346349539215,409,299960,291000,39760,74964,72714,993,74990,72750,994,74918,72776,992,pyramidal,pyramidal cell,inhibitory,basket
2968145,648518346349538421,648518346349528994,244,328944,237000,41320,82280,59220,1036,82236,59250,1033,82178,59180,1036,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
2408244,648518346349539806,648518346349538791,569,253312,280224,26600,63276,69998,667,63328,70056,665,63270,70106,667,pyramidal,pyramidal cell,inhibitory,basket
2332172,648518346349539462,648518346349539846,506,265432,260144,66640,66284,65020,1663,66358,65036,1666,66388,64994,1663,pyramidal,pyramidal cell,inhibitory,basket
2851372,648518346349538056,648518346349528994,163,338624,215548,63840,84642,53862,1595,84656,53887,1596,84588,53926,1595,pyramidal,pyramidal cell,inhibitory,basket
2166764,648518346349539333,648518346349539846,409,348312,262416,53760,87040,65628,1345,87078,65604,1344,87084,65574,1345,pyramidal,pyramidal cell,inhibitory,basket
2352841,648518346349533058,648518346349539846,519,308160,262000,39800,77054,65452,999,77040,65500,995,76966,65494,998,pyramidal,pyramidal cell,inhibitory,basket
2349777,648518346349538368,648518346349538791,521,230944,284464,71040,57702,71082,1778,57736,71116,1776,57732,71176,1778,pyramidal,pyramidal cell,inhibitory,basket
2343306,648518346349539097,648518346349539846,515,278760,269568,76200,69752,67434,1908,69690,67392,1905,69690,67516,1909,pyramidal,pyramidal cell,inhibitory,basket
2408244,648518346349539806,648518346349538791,569,253312,280224,26600,63276,69998,667,63328,70056,665,63270,70106,667,pyramidal,pyramidal cell,inhibitory,basket
2389342,648518346349538368,648518346349538791,551,213912,272264,60120,53504,68042,1499,53478,68066,1503,53402,68064,1499,pyramidal,pyramidal cell,inhibitory,basket
2398869,648518346349535192,648518346349539846,558,255304,229888,75640,63826,57416,1889,63826,57472,1891,63750,57494,1889,pyramidal,pyramidal cell,inhibitory,basket
2460147,648518346349539462,648518346349539846,618,271648,265792,72560,67842,66464,1808,67912,66448,1814,67902,66384,1808,pyramidal,pyramidal cell,inhibitory,basket
2200414,648518346349537913,648518346349528994,426,383712,262256,86040,95874,65584,2149,95928,65564,2151,95906,65486,2149,pyramidal,pyramidal cell,inhibitory,basket
2463287,648518346349538235,648518346349539846,621,292968,210056,1680,73234,52566,39,73242,52514,42,73182,52472,39,pyramidal,pyramidal cell,inhibitory,basket
2503322,648518346349538368,648518346349538791,667,209328,268920,57880,52310,67188,1443,52332,67230,1447,52256,67256,1443,pyramidal,pyramidal cell,inhibitory,basket
2548133,648518346349539886,648518346349539846,725,253888,232168,36720,63398,58026,918,63472,58042,918,63432,58122,918,pyramidal,pyramidal cell,inhibitory,basket
3202132,648518346349538157,648518346349539846,341,245236,217540,56960,61334,54422,1427,61309,54385,1424,61242,54362,1426,pyramidal,pyramidal cell,inhibitory,basket
3202132,648518346349538157,648518346349539846,341,245236,217540,56960,61334,54422,1427,61309,54385,1424,61242,54362,1426,pyramidal,pyramidal cell,inhibitory,basket
2581354,648518346349537081,648518346349539846,777,319368,258464,50400,79786,64546,1258,79842,64616,1260,79754,64642,1258,pyramidal,pyramidal cell,inhibitory,basket
2614940,648518346349537514,648518346349539846,837,315344,272192,32800,78796,68002,826,78836,68048,820,78730,68094,825,pyramidal,pyramidal cell,inhibitory,basket
2597506,648518346349533058,648518346349539846,805,275512,261064,51200,68846,65220,1279,68878,65266,1280,68852,65326,1279,pyramidal,pyramidal cell,inhibitory,basket
3336853,648518346349538478,648518346349539215,167,371172,208780,5640,92788,52170,143,92793,52195,141,92794,52254,142,pyramidal,pyramidal cell,inhibitory,basket
3336853,648518346349538478,648518346349539215,167,371172,208780,5640,92788,52170,143,92793,52195,141,92794,52254,142,pyramidal,pyramidal cell,inhibitory,basket
1764849,648518346349533058,648518346349539846,277,278376,226552,24400,69556,56646,610,69594,56638,610,69630,56626,610,pyramidal,pyramidal cell,inhibitory,basket
1994125,648518346349537840,648518346349528994,341,356904,189504,39080,89246,47412,975,89226,47376,977,89172,47342,975,pyramidal,pyramidal cell,inhibitory,basket
1994125,648518346349537840,648518346349528994,341,356904,189504,39080,89246,47412,975,89226,47376,977,89172,47342,975,pyramidal,pyramidal cell,inhibitory,basket
1994125,648518346349537840,648518346349528994,341,356904,189504,39080,89246,47412,975,89226,47376,977,89172,47342,975,pyramidal,pyramidal cell,inhibitory,basket
1994125,648518346349537840,648518346349528994,341,356904,189504,39080,89246,47412,975,89226,47376,977,89172,47342,975,pyramidal,pyramidal cell,inhibitory,basket
3457300,648518346349539575,648518346349539846,319,261856,255420,58160,65396,63892,1456,65464,63855,1454,65430,63800,1456,pyramidal,pyramidal cell,inhibitory,basket
2849202,648518346349539517,648518346349539846,233,265492,259644,66440,66368,64864,1660,66373,64911,1661,66376,64952,1660,pyramidal,pyramidal cell,inhibitory,basket
3506282,648518346349537860,648518346349539846,58,239576,241840,51960,59846,60486,1300,59894,60460,1299,59900,60396,1300,pyramidal,pyramidal cell,inhibitory,basket
2614940,648518346349537514,648518346349539846,837,315344,272192,32800,78796,68002,826,78836,68048,820,78730,68094,825,pyramidal,pyramidal cell,inhibitory,basket
2851372,648518346349538056,648518346349528994,163,338624,215548,63840,84642,53862,1595,84656,53887,1596,84588,53926,1595,pyramidal,pyramidal cell,inhibitory,basket
2851372,648518346349538056,648518346349528994,163,338624,215548,63840,84642,53862,1595,84656,53887,1596,84588,53926,1595,pyramidal,pyramidal cell,inhibitory,basket
3061220,648518346349538056,648518346349539846,85,248964,205468,28160,62210,51334,706,62241,51367,704,62224,51420,705,pyramidal,pyramidal cell,inhibitory,basket
3129468,648518346349539097,648518346349539846,57,241488,187508,55880,60388,46892,1397,60372,46877,1397,60370,46822,1399,pyramidal,pyramidal cell,inhibitory,basket
2581354,648518346349537081,648518346349539846,777,319368,258464,50400,79786,64546,1258,79842,64616,1260,79754,64642,1258,pyramidal,pyramidal cell,inhibitory,basket
3202132,648518346349538157,648518346349539846,341,245236,217540,56960,61334,54422,1427,61309,54385,1424,61242,54362,1426,pyramidal,pyramidal cell,inhibitory,basket
3201653,648518346349533058,648518346349539846,173,278132,264172,47960,69522,65998,1199,69533,66043,1199,69540,66070,1201,pyramidal,pyramidal cell,inhibitory,basket
3235423,648518346349538368,648518346349538791,190,226668,268440,78760,56634,67056,1971,56667,67110,1969,56568,67144,1971,pyramidal,pyramidal cell,inhibitory,basket
622295,648518346349537717,648518346349539846,307,264364,171860,31280,66064,43010,782,66091,42965,782,66034,42944,783,pyramidal,pyramidal cell,inhibitory,basket
622295,648518346349537717,648518346349539846,307,264364,171860,31280,66064,43010,782,66091,42965,782,66034,42944,783,pyramidal,pyramidal cell,inhibitory,basket
622295,648518346349537717,648518346349539846,307,264364,171860,31280,66064,43010,782,66091,42965,782,66034,42944,783,pyramidal,pyramidal cell,inhibitory,basket
622295,648518346349537717,648518346349539846,307,264364,171860,31280,66064,43010,782,66091,42965,782,66034,42944,783,pyramidal,pyramidal cell,inhibitory,basket
1530780,648518346349538387,648518346349538791,230,255248,234056,73920,63842,58466,1849,63812,58514,1848,63748,58514,1849,pyramidal,pyramidal cell,inhibitory,basket
3350191,648518346349540017,648518346349539846,485,308396,258012,49920,77038,64474,1249,77099,64503,1248,77028,64562,1249,pyramidal,pyramidal cell,inhibitory,basket
3339902,648518346349539560,648518346349539846,185,267720,228432,33600,66940,57136,841,66930,57108,840,67026,57082,840,pyramidal,pyramidal cell,inhibitory,basket
488804,648518346349539097,648518346349539846,157,248024,206044,66560,62004,51464,1665,62006,51511,1664,61968,51540,1666,pyramidal,pyramidal cell,inhibitory,basket
1432158,648518346349538235,648518346349539846,214,271640,233760,83680,67938,58476,2090,67910,58440,2092,67864,58428,2090,pyramidal,pyramidal cell,inhibitory,basket
3371557,648518346349539806,648518346349538791,413,250212,280340,28400,62528,70030,711,62553,70085,710,62496,70132,711,pyramidal,pyramidal cell,inhibitory,basket
1432158,648518346349538235,648518346349539846,214,271640,233760,83680,67938,58476,2090,67910,58440,2092,67864,58428,2090,pyramidal,pyramidal cell,inhibitory,basket
1432158,648518346349538235,648518346349539846,214,271640,233760,83680,67938,58476,2090,67910,58440,2092,67864,58428,2090,pyramidal,pyramidal cell,inhibitory,basket
1432158,648518346349538235,648518346349539846,214,271640,233760,83680,67938,58476,2090,67910,58440,2092,67864,58428,2090,pyramidal,pyramidal cell,inhibitory,basket
1432158,648518346349538235,648518346349539846,214,271640,233760,83680,67938,58476,2090,67910,58440,2092,67864,58428,2090,pyramidal,pyramidal cell,inhibitory,basket
1232057,648518346349538368,648518346349538791,184,228040,286304,83200,57028,71616,2080,57010,71576,2080,56960,71556,2080,pyramidal,pyramidal cell,inhibitory,basket
3061220,648518346349538056,648518346349539846,85,248964,205468,28160,62210,51334,706,62241,51367,704,62224,51420,705,pyramidal,pyramidal cell,inhibitory,basket
1432158,648518346349538235,648518346349539846,214,271640,233760,83680,67938,58476,2090,67910,58440,2092,67864,58428,2090,pyramidal,pyramidal cell,inhibitory,basket
3457300,648518346349539575,648518346349539846,319,261856,255420,58160,65396,63892,1456,65464,63855,1454,65430,63800,1456,pyramidal,pyramidal cell,inhibitory,basket
3457300,648518346349539575,648518346349539846,319,261856,255420,58160,65396,63892,1456,65464,63855,1454,65430,63800,1456,pyramidal,pyramidal cell,inhibitory,basket
2166764,648518346349539333,648518346349539846,409,348312,262416,53760,87040,65628,1345,87078,65604,1344,87084,65574,1345,pyramidal,pyramidal cell,inhibitory,basket
1994125,648518346349537840,648518346349528994,341,356904,189504,39080,89246,47412,975,89226,47376,977,89172,47342,975,pyramidal,pyramidal cell,inhibitory,basket
3183505,648518346349539539,648518346349528994,85,356428,253180,42560,89068,63296,1064,89107,63295,1064,89116,63252,1062,pyramidal,pyramidal cell,inhibitory,basket
2966042,648518346349539423,648518346349528994,137,394120,210252,37360,98524,52568,938,98530,52563,934,98434,52622,936,pyramidal,pyramidal cell,inhibitory,basket
1958933,648518346349536680,648518346349528994,329,338408,214904,64840,84612,53698,1621,84602,53726,1621,84528,53726,1621,pyramidal,pyramidal cell,inhibitory,basket
3205114,648518346349539853,648518346349528994,322,324668,246020,40640,81130,61498,1017,81167,61505,1016,81174,61464,1016,pyramidal,pyramidal cell,inhibitory,basket
3183505,648518346349539539,648518346349528994,85,356428,253180,42560,89068,63296,1064,89107,63295,1064,89116,63252,1062,pyramidal,pyramidal cell,inhibitory,basket
118215,648518346349538250,648518346349528994,535,362224,205820,76720,90520,51404,1918,90556,51455,1918,90496,51494,1918,pyramidal,pyramidal cell,inhibitory,basket
2872518,648518346349538478,648518346349528994,115,366176,294208,56840,91598,73602,1422,91544,73552,1421,91574,73584,1425,pyramidal,pyramidal cell,inhibitory,basket
1991655,648518346349538787,648518346349528994,340,358584,266688,43920,89608,66696,1098,89646,66672,1098,89684,66630,1098,pyramidal,pyramidal cell,inhibitory,basket
3271069,648518346349537978,648518346349528994,58,358000,172540,37720,89548,43160,944,89500,43135,943,89548,43094,945,pyramidal,pyramidal cell,inhibitory,basket
118215,648518346349538250,648518346349528994,535,362224,205820,76720,90520,51404,1918,90556,51455,1918,90496,51494,1918,pyramidal,pyramidal cell,inhibitory,basket
3183505,648518346349539539,648518346349528994,85,356428,253180,42560,89068,63296,1064,89107,63295,1064,89116,63252,1062,pyramidal,pyramidal cell,inhibitory,basket
3183505,648518346349539539,648518346349528994,85,356428,253180,42560,89068,63296,1064,89107,63295,1064,89116,63252,1062,pyramidal,pyramidal cell,inhibitory,basket
1612078,648518346349537160,648518346349528994,245,328320,202224,39040,82028,50572,974,82080,50556,976,82108,50518,974,pyramidal,pyramidal cell,inhibitory,basket
118215,648518346349538250,648518346349528994,535,362224,205820,76720,90520,51404,1918,90556,51455,1918,90496,51494,1918,pyramidal,pyramidal cell,inhibitory,basket
2872518,648518346349538478,648518346349528994,115,366176,294208,56840,91598,73602,1422,91544,73552,1421,91574,73584,1425,pyramidal,pyramidal cell,inhibitory,basket
2872518,648518346349538478,648518346349528994,115,366176,294208,56840,91598,73602,1422,91544,73552,1421,91574,73584,1425,pyramidal,pyramidal cell,inhibitory,basket
3183505,648518346349539539,648518346349528994,85,356428,253180,42560,89068,63296,1064,89107,63295,1064,89116,63252,1062,pyramidal,pyramidal cell,inhibitory,basket
3205114,648518346349539853,648518346349528994,322,324668,246020,40640,81130,61498,1017,81167,61505,1016,81174,61464,1016,pyramidal,pyramidal cell,inhibitory,basket
3356387,648518346349539486,648518346349528994,221,385312,262912,86160,96346,65754,2153,96328,65728,2154,96254,65710,2154,pyramidal,pyramidal cell,inhibitory,basket
2200414,648518346349537913,648518346349528994,426,383712,262256,86040,95874,65584,2149,95928,65564,2151,95906,65486,2149,pyramidal,pyramidal cell,inhibitory,basket
2573594,648518346349540048,648518346349528994,105,350332,203896,58320,87584,50960,1460,87583,50974,1458,87586,50988,1458,pyramidal,pyramidal cell,inhibitory,basket
118215,648518346349538250,648518346349528994,535,362224,205820,76720,90520,51404,1918,90556,51455,1918,90496,51494,1918,pyramidal,pyramidal cell,inhibitory,basket
3356387,648518346349539486,648518346349528994,221,385312,262912,86160,96346,65754,2153,96328,65728,2154,96254,65710,2154,pyramidal,pyramidal cell,inhibitory,basket
1025071,648518346349539653,648518346349528994,300,352524,213260,20000,88058,53314,499,88131,53315,500,88124,53278,498,pyramidal,pyramidal cell,inhibitory,basket
1612078,648518346349537160,648518346349528994,245,328320,202224,39040,82028,50572,974,82080,50556,976,82108,50518,974,pyramidal,pyramidal cell,inhibitory,basket
2851372,648518346349538056,648518346349528994,163,338624,215548,63840,84642,53862,1595,84656,53887,1596,84588,53926,1595,pyramidal,pyramidal cell,inhibitory,basket
3205114,648518346349539853,648518346349528994,322,324668,246020,40640,81130,61498,1017,81167,61505,1016,81174,61464,1016,pyramidal,pyramidal cell,inhibitory,basket
1025071,648518346349539653,648518346349528994,300,352524,213260,20000,88058,53314,499,88131,53315,500,88124,53278,498,pyramidal,pyramidal cell,inhibitory,basket
2274529,648518346349538440,648518346349528994,468,394216,262720,57840,98564,65648,1446,98554,65680,1446,98474,65664,1446,pyramidal,pyramidal cell,inhibitory,basket
3183505,648518346349539539,648518346349528994,85,356428,253180,42560,89068,63296,1064,89107,63295,1064,89116,63252,1062,pyramidal,pyramidal cell,inhibitory,basket
1550395,648518346349537081,648518346349528994,233,328184,196128,40280,82060,49034,1005,82046,49032,1007,82000,49062,1006,pyramidal,pyramidal cell,inhibitory,basket
1612078,648518346349537160,648518346349528994,245,328320,202224,39040,82028,50572,974,82080,50556,976,82108,50518,974,pyramidal,pyramidal cell,inhibitory,basket
1025071,648518346349539653,648518346349528994,300,352524,213260,20000,88058,53314,499,88131,53315,500,88124,53278,498,pyramidal,pyramidal cell,inhibitory,basket
3183505,648518346349539539,648518346349528994,85,356428,253180,42560,89068,63296,1064,89107,63295,1064,89116,63252,1062,pyramidal,pyramidal cell,inhibitory,basket
2999809,648518346349539789,648518346349528994,94,339684,276884,43600,84926,69242,1090,84921,69221,1090,84864,69192,1092,pyramidal,pyramidal cell,inhibitory,basket
2872518,648518346349538478,648518346349528994,115,366176,294208,56840,91598,73602,1422,91544,73552,1421,91574,73584,1425,pyramidal,pyramidal cell,inhibitory,basket
166165,648518346349539333,648518346349528994,74,358560,238352,62800,89640,59624,1569,89640,59588,1570,89650,59542,1570,pyramidal,pyramidal cell,inhibitory,basket
864407,648518346349537716,648518346349528994,140,366848,183952,39160,91746,46026,980,91712,45988,979,91658,45962,980,pyramidal,pyramidal cell,inhibitory,basket
2200414,648518346349537913,648518346349528994,426,383712,262256,86040,95874,65584,2149,95928,65564,2151,95906,65486,2149,pyramidal,pyramidal cell,inhibitory,basket
3014964,648518346349538192,648518346349528994,225,384168,165980,33120,96026,41542,830,96042,41495,828,96064,41482,831,pyramidal,pyramidal cell,inhibitory,basket
3183505,648518346349539539,648518346349528994,85,356428,253180,42560,89068,63296,1064,89107,63295,1064,89116,63252,1062,pyramidal,pyramidal cell,inhibitory,basket
1612078,648518346349537160,648518346349528994,245,328320,202224,39040,82028,50572,974,82080,50556,976,82108,50518,974,pyramidal,pyramidal cell,inhibitory,basket
2872518,648518346349538478,648518346349528994,115,366176,294208,56840,91598,73602,1422,91544,73552,1421,91574,73584,1425,pyramidal,pyramidal cell,inhibitory,basket
2999809,648518346349539789,648518346349528994,94,339684,276884,43600,84926,69242,1090,84921,69221,1090,84864,69192,1092,pyramidal,pyramidal cell,inhibitory,basket
1958933,648518346349536680,648518346349528994,329,338408,214904,64840,84612,53698,1621,84602,53726,1621,84528,53726,1621,pyramidal,pyramidal cell,inhibitory,basket
2999809,648518346349539789,648518346349528994,94,339684,276884,43600,84926,69242,1090,84921,69221,1090,84864,69192,1092,pyramidal,pyramidal cell,inhibitory,basket
3183505,648518346349539539,648518346349528994,85,356428,253180,42560,89068,63296,1064,89107,63295,1064,89116,63252,1062,pyramidal,pyramidal cell,inhibitory,basket
1994125,648518346349537840,648518346349528994,341,356904,189504,39080,89246,47412,975,89226,47376,977,89172,47342,975,pyramidal,pyramidal cell,inhibitory,basket
2872518,648518346349538478,648518346349528994,115,366176,294208,56840,91598,73602,1422,91544,73552,1421,91574,73584,1425,pyramidal,pyramidal cell,inhibitory,basket
2274529,648518346349538440,648518346349528994,468,394216,262720,57840,98564,65648,1446,98554,65680,1446,98474,65664,1446,pyramidal,pyramidal cell,inhibitory,basket
3356387,648518346349539486,648518346349528994,221,385312,262912,86160,96346,65754,2153,96328,65728,2154,96254,65710,2154,pyramidal,pyramidal cell,inhibitory,basket
2968145,648518346349538421,648518346349528994,244,328944,237000,41320,82280,59220,1036,82236,59250,1033,82178,59180,1036,pyramidal,pyramidal cell,inhibitory,basket
1991655,648518346349538787,648518346349528994,340,358584,266688,43920,89608,66696,1098,89646,66672,1098,89684,66630,1098,pyramidal,pyramidal cell,inhibitory,basket
1958933,648518346349536680,648518346349528994,329,338408,214904,64840,84612,53698,1621,84602,53726,1621,84528,53726,1621,pyramidal,pyramidal cell,inhibitory,basket
1530919,648518346349519354,648518346349539215,230,423152,270992,55280,105748,67778,1383,105788,67748,1382,105770,67684,1383,pyramidal,pyramidal cell,inhibitory,basket
2964515,648518346349538410,648518346349539215,168,392492,248292,28600,98136,62080,714,98123,62073,715,98070,62022,714,pyramidal,pyramidal cell,inhibitory,basket
1530919,648518346349519354,648518346349539215,230,423152,270992,55280,105748,67778,1383,105788,67748,1382,105770,67684,1383,pyramidal,pyramidal cell,inhibitory,basket
2504052,648518346349537840,648518346349539215,667,423552,271072,54640,105924,67820,1362,105888,67768,1366,105886,67718,1362,pyramidal,pyramidal cell,inhibitory,basket
2166587,648518346349537913,648518346349539215,409,299960,291000,39760,74964,72714,993,74990,72750,994,74918,72776,992,pyramidal,pyramidal cell,inhibitory,basket
1254159,648518346349524971,648518346349539215,187,388648,233232,18520,97116,58336,460,97162,58308,463,97176,58268,460,pyramidal,pyramidal cell,inhibitory,basket
2964515,648518346349538410,648518346349539215,168,392492,248292,28600,98136,62080,714,98123,62073,715,98070,62022,714,pyramidal,pyramidal cell,inhibitory,basket
2166587,648518346349537913,648518346349539215,409,299960,291000,39760,74964,72714,993,74990,72750,994,74918,72776,992,pyramidal,pyramidal cell,inhibitory,basket
2166587,648518346349537913,648518346349539215,409,299960,291000,39760,74964,72714,993,74990,72750,994,74918,72776,992,pyramidal,pyramidal cell,inhibitory,basket
3336853,648518346349538478,648518346349539215,167,371172,208780,5640,92788,52170,143,92793,52195,141,92794,52254,142,pyramidal,pyramidal cell,inhibitory,basket
1530919,648518346349519354,648518346349539215,230,423152,270992,55280,105748,67778,1383,105788,67748,1382,105770,67684,1383,pyramidal,pyramidal cell,inhibitory,basket
52917,648518346349492682,648518346349539215,211,424848,242836,44600,106166,60686,1116,106212,60709,1115,106204,60726,1114,pyramidal,pyramidal cell,inhibitory,basket
2193821,648518346349538056,648518346349539215,423,322464,210760,2800,80596,52732,69,80616,52690,70,80562,52636,69,pyramidal,pyramidal cell,inhibitory,basket
1397270,648518346349537487,648518346349539215,208,386040,241680,19280,96480,60402,481,96510,60420,482,96540,60468,482,pyramidal,pyramidal cell,inhibitory,basket
1530919,648518346349519354,648518346349539215,230,423152,270992,55280,105748,67778,1383,105788,67748,1382,105770,67684,1383,pyramidal,pyramidal cell,inhibitory,basket
1530919,648518346349519354,648518346349539215,230,423152,270992,55280,105748,67778,1383,105788,67748,1382,105770,67684,1383,pyramidal,pyramidal cell,inhibitory,basket
1706282,648518346349537426,648518346349539846,236,242452,222440,69840,60572,55606,1746,60613,55610,1746,60614,55656,1747,pyramidal,pyramidal cell,inhibitory,basket
2166587,648518346349537913,648518346349539215,409,299960,291000,39760,74964,72714,993,74990,72750,994,74918,72776,992,pyramidal,pyramidal cell,inhibitory,basket
2166587,648518346349537913,648518346349539215,409,299960,291000,39760,74964,72714,993,74990,72750,994,74918,72776,992,pyramidal,pyramidal cell,inhibitory,basket
1530919,648518346349519354,648518346349539215,230,423152,270992,55280,105748,67778,1383,105788,67748,1382,105770,67684,1383,pyramidal,pyramidal cell,inhibitory,basket
3346917,648518346349537978,648518346349539215,383,313876,208756,3160,78456,52166,79,78469,52189,79,78436,52234,79,pyramidal,pyramidal cell,inhibitory,basket
2166587,648518346349537913,648518346349539215,409,299960,291000,39760,74964,72714,993,74990,72750,994,74918,72776,992,pyramidal,pyramidal cell,inhibitory,basket
2166587,648518346349537913,648518346349539215,409,299960,291000,39760,74964,72714,993,74990,72750,994,74918,72776,992,pyramidal,pyramidal cell,inhibitory,basket
2166587,648518346349537913,648518346349539215,409,299960,291000,39760,74964,72714,993,74990,72750,994,74918,72776,992,pyramidal,pyramidal cell,inhibitory,basket
1901530,648518346349538387,648518346349539215,312,436064,261296,69560,109016,65292,1736,109016,65324,1739,108924,65338,1736,pyramidal,pyramidal cell,inhibitory,basket
1755293,648518346349524141,648518346349539846,136,228744,237276,68520,57158,59282,1714,57186,59319,1713,57204,59334,1715,pyramidal,pyramidal cell,inhibitory,basket
1417590,648518346349539864,648518346349528994,211,374544,254512,81800,93608,63602,2044,93636,63628,2045,93670,63646,2043,pyramidal,pyramidal cell,inhibitory,basket
1617811,648518346349539895,648518346349539846,246,349064,262776,53560,87236,65726,1339,87266,65694,1339,87236,65634,1339,pyramidal,pyramidal cell,inhibitory,basket
2402130,648518346349538209,648518346349539846,562,250328,246400,54560,62512,61610,1364,62582,61600,1364,62560,61526,1364,pyramidal,pyramidal cell,inhibitory,basket
501760,648518346349539097,648518346349539846,174,243468,202768,68320,60890,50678,1708,60867,50692,1708,60828,50720,1708,pyramidal,pyramidal cell,inhibitory,basket
